Station_Number,Station_Name,Longitude,Latitude,wateroffice,link
02EC010,Schomberg River near Schomberg,-79.68564,44.01214,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Schomberg River near Schomberg
02ED003,Nottawasaga River near Baxter,-79.82142,44.24981,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Nottawasaga River near Baxter
02ED007,Coldwater River at Coldwater,-79.64375,44.70719,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Coldwater River at Coldwater
02ED014,Pine River near Everett,-79.96,44.20003,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Pine River near Everett
02FA001,Sauble River at Sauble Falls,-81.25606,44.67753,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Sauble River at Sauble Falls
02FA002,Stokes River near Ferndale,-81.33636,45.03697,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Stokes River near Ferndale
02FB007,Sydenham River near Owen Sound,-80.93019,44.52225,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Sydenham River near Owen Sound
02FB009,Beaver River near Clarksburg,-80.46778,44.51986,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Beaver River near Clarksburg
02FB010,Bighead River near Meaford,-80.6485,44.57017,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Bighead River near Meaford
02FC001,Saugeen River near Port Elgin,-81.32644,44.45647,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Saugeen River near Port Elgin
02FC002,Saugeen River near Walkerton,-81.11533,44.12047,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Saugeen River near Walkerton
02FC015,Teeswater River near Paisley,-81.26919,44.26831,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Teeswater River near Paisley
02FE003,Middle Maitland River near Listowel,-80.97267,43.72723,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Middle Maitland River near Listowel
02FE005,Maitland River above Wingham,-81.26439,43.91508,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Maitland River above Wingham
02FE007,Little Maitland River at Bluevale,-81.2505,43.85439,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Little Maitland River at Bluevale
02FE009,South Maitland River at Summerhill,-81.54117,43.68436,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=South Maitland River at Summerhill
02FF002,Ausable River near Springbank,-81.65975,43.07192,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Ausable River near Springbank
02FF004,South Parkhill Creek near Parkhill,-81.73183,43.16075,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=South Parkhill Creek near Parkhill
02FF007,Bayfield River near Varna,-81.58953,43.55125,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Bayfield River near Varna
02FF008,Parkhill Creek above Parkhill Reservoir,-81.63151,43.16413,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Parkhill Creek above Parkhill Reservoir
02FF009,Ausable River near Exeter,-81.50944,43.36197,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Ausable River near Exeter
02GA003,Grand River at Galt,-80.31575,43.35311,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Grand River at Galt
02GA014,Grand River near Marsville,-80.27222,43.86172,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Grand River near Marsville
02GA015,Speed River below Guelph,-80.25222,43.53372,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Speed River below Guelph
02GA016,Grand River below Shand Dam,-80.34094,43.73094,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Grand River below Shand Dam
02GA023,Canagagigue Creek near Elmira,-80.50919,43.57992,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Canagagigue Creek near Elmira
02GA028,Conestogo River at Glen Allan,-80.70217,43.65483,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Conestogo River at Glen Allan
02GA029,Eramosa River above Guelph,-80.18203,43.54778,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Eramosa River above Guelph
02GA030,Alder Creek near New Dundee,-80.55109,43.37229,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Alder Creek near New Dundee
02GA031,Blue Springs Creek near Eden Mills,-80.109,43.57614,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Blue Springs Creek near Eden Mills
02GA034,Grand River at West Montrose,-80.48147,43.58503,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Grand River at West Montrose
02GA038,Nith River above Nithburg,-80.835,43.48389,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Nith River above Nithburg
02GA039,Conestogo River above Drayton,-80.63778,43.78353,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Conestogo River above Drayton
02GA040,Speed River near Armstrong Mills,-80.27,43.63861,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Speed River near Armstrong Mills
02GB001,Grand River at Brantford,-80.26731,43.13272,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Grand River at Brantford
02GB007,Fairchild Creek near Brantford,-80.15461,43.14739,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Fairchild Creek near Brantford
02GB008,Whitemans Creek near Mount Vernon,-80.38372,43.12625,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Whitemans Creek near Mount Vernon
02GB010,McKenzie Creek near Caledonia,-79.94981,43.03394,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=McKenzie Creek near Caledonia
02GC002,Kettle Creek at St. Thomas,-81.214,42.77769,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Kettle Creek at St. Thomas
02GC006,Big Creek near Delhi,-80.50989,42.83772,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Big Creek near Delhi
02GC007,Big Creek near Walsingham,-80.53847,42.68561,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Big Creek near Walsingham
02GC008,Lynn River at Simcoe,-80.28944,42.82333,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Lynn River at Simcoe
02GC010,Big Otter Creek at Tillsonburg,-80.72358,42.85731,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Big Otter Creek at Tillsonburg
02GC018,Catfish Creek near Sparta,-81.05694,42.74608,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Catfish Creek near Sparta
02GC022,Nanticoke Creek at Nanticoke,-80.07617,42.80992,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Nanticoke Creek at Nanticoke
02GC026,Big Otter Creek near Calton,-80.84081,42.71067,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Big Otter Creek near Calton
02GC029,Kettle Creek above St. Thomas,-81.13472,42.83519,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Kettle Creek above St. Thomas
02GD001,Thames River near Ealing,-81.20858,42.97356,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Thames River near Ealing
02GD004,Middle Thames River at Thamesford,-80.99486,43.05911,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Middle Thames River at Thamesford
02GD005,North Thames River at St. Marys,-81.14572,43.25572,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=North Thames River at St. Marys
02GD008,Medway River at London,-81.28044,43.01367,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Medway River at London
02GD011,Cedar Creek at Woodstock,-80.75153,43.122,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Cedar Creek at Woodstock
02GD014,North Thames River near Mitchell,-81.20678,43.45042,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=North Thames River near Mitchell
02GD015,North Thames River near Thorndale,-81.19214,43.14931,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=North Thames River near Thorndale
02GD016,Thames River at Ingersoll,-80.88617,43.04128,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Thames River at Ingersoll
02GD018,Avon River below Stratford,-81.11642,43.34472,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Avon River below Stratford
02GD021,Thames River at Innerkip,-80.69186,43.21531,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Thames River at Innerkip
02GE002,Thames River at Byron,-81.33178,42.9625,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Thames River at Byron
02GE003,Thames River at Thamesville,-81.96731,42.54486,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Thames River at Thamesville
02GE005,Dingman Creek below Lambeth,-81.35131,42.93411,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Dingman Creek below Lambeth
02GG002,Sydenham River near Alvinston,-81.85172,42.83081,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Sydenham River near Alvinston
02GG003,Sydenham River at Florence,-82.00839,42.65061,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Sydenham River at Florence
02GG006,Bear Creek near Petrolia,-82.11911,42.90583,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Bear Creek near Petrolia
02GG009,Bear Creek below Brigden,-82.29842,42.81203,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Bear Creek below Brigden
02GH002,Ruscom River near Ruscom Station,-82.62914,42.2115,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Ruscom River near Ruscom Station
02GH003,Canard River near Lukerville,-83.01889,42.15897,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Canard River near Lukerville
02HA003,Niagara River at Queenston,-79.04722,43.15694,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Niagara River at Queenston
02HA006,Twenty Mile Creek at Balls Falls,-79.38325,43.13347,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Twenty Mile Creek at Balls Falls
02HA007,Welland River below Caistor Corners,-79.61802,43.02178,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Welland River below Caistor Corners
02HA019,Welland Canal Diversion From Lake Erie,-79.21667,42.95,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Welland Canal Diversion From Lake Erie
02HB001,Credit River near Cataract,-80.02289,43.83586,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Credit River near Cataract
02HB004,East Sixteen Mile Creek near Omagh,-79.77678,43.49917,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=East Sixteen Mile Creek near Omagh
02HB005,Sixteen Mile Creek at Milton,-79.87972,43.51389,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Sixteen Mile Creek at Milton
02HB007,Spencer Creek at Dundas,-79.96428,43.26542,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Spencer Creek at Dundas
02HB008,Credit River West Branch at Norval,-79.86628,43.64656,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Credit River West Branch at Norval
02HB012,Grindstone Creek near Aldershot,-79.869,43.30064,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Grindstone Creek near Aldershot
02HB013,Credit River near Orangeville,-80.0624,43.89127,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Credit River near Orangeville
02HB018,Credit River at Boston Mills,-79.92683,43.77358,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Credit River at Boston Mills
02HB020,Credit River Erin Branch above Erin,-80.09364,43.77181,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Credit River Erin Branch above Erin
02HC003,Humber River at Weston,-79.52039,43.69894,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Humber River at Weston
02HC009,East Humber River near Pine Grove,-79.58442,43.79008,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=East Humber River near Pine Grove
02HC018,Lynde Creek near Whitby,-78.96033,43.8755,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Lynde Creek near Whitby
02HC019,Duffins Creek above Pickering,-79.05928,43.89128,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Duffins Creek above Pickering
02HC022,Rouge River near Markham,-79.23356,43.85836,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Rouge River near Markham
02HC024,Don River at Todmorden,-79.3615,43.68586,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Don River at Todmorden
02HC025,Humber River at Elder Mills,-79.62758,43.81131,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Humber River at Elder Mills
02HC027,Black Creek near Weston,-79.50436,43.67425,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Black Creek near Weston
02HC028,Little Rouge Creek near Locust Hill,-79.21628,43.90789,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Little Rouge Creek near Locust Hill
02HC030,Etobicoke Creek below Queen Elizabeth Highway,-79.55633,43.60175,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Etobicoke Creek below Queen Elizabeth Highway
02HC031,West Humber River at Highway No. 7,-79.67894,43.75836,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=West Humber River at Highway No. 7
02HD003,Ganaraska River near Osaca,-78.43747,44.01514,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Ganaraska River near Osaca
02HD008,Oshawa Creek at Oshawa,-78.89153,43.93031,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Oshawa Creek at Oshawa
02HD009,Wilmot Creek near Newcastle,-78.61881,43.93022,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Wilmot Creek near Newcastle
02HD010,Shelter Valley Brook near Grafton,-78.00106,43.99182,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Shelter Valley Brook near Grafton
02HD012,Ganaraska River above Dale,-78.32819,43.99094,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Ganaraska River above Dale
02HE002,Consecon Creek at Allisonville,-77.36688,44.02747,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Consecon Creek at Allisonville
02HF002,Gull River at Norland,-78.81806,44.73183,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Gull River at Norland
02HF003,Burnt River near Burnt River,-78.67753,44.70986,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Burnt River near Burnt River
02HJ001,Jackson Creek at Peterborough,-78.32139,44.30278,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Jackson Creek at Peterborough
02HK003,Crowe River at Marmora,-77.68481,44.48156,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Crowe River at Marmora
02HK006,Beaver Creek near Marmora,-77.69658,44.53519,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Beaver Creek near Marmora
02HK007,Cold Creek at Orland,-77.78689,44.13478,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Cold Creek at Orland
02HL001,Moira River near Foxboro,-77.41919,44.25367,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Moira River near Foxboro
02HL003,Black River near Actinolite,-77.36964,44.53958,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Black River near Actinolite
02HL004,Skootamatta River near Actinolite,-77.32806,44.54958,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Skootamatta River near Actinolite
02HL005,Moira River near Deloro,-77.61844,44.49967,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Moira River near Deloro
02HM002,Depot Creek at Bellrock,-76.76236,44.47192,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Depot Creek at Bellrock
02HM003,Salmon River near Shannonville,-77.20925,44.20731,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Salmon River near Shannonville
02HM004,Wilton Creek near Napanee,-76.84953,44.23931,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Wilton Creek near Napanee
02HM005,Collins Creek near Kingston,-76.61256,44.2565,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Collins Creek near Kingston
02HM006,Millhaven Creek near Millhaven,-76.75906,44.22642,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Millhaven Creek near Millhaven
02HM007,Napanee River at Camden East,-76.83881,44.33475,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Napanee River at Camden East
02JB009,Outaouais (Riviere des) à la Sortie du Lac Granet,-77.54889,47.8425,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Outaouais (Riviere des) à la Sortie du Lac Granet
02JB013,"Kinojevis (Riviere) à 0,3 km en amont du Pont-Route à Clericy",-78.85333,48.36667,"https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Kinojevis (Riviere) à 0,3 km en amont du Pont-Route à Clericy"
02JC008,Blanche River above Englehart,-79.87931,47.88914,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Blanche River above Englehart
02KB001,Petawawa River near Petawawa,-77.31531,45.88619,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Petawawa River near Petawawa
02KC009,Bonnechere River near Castleford,-76.56461,45.49647,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Bonnechere River near Castleford
02KD004,Madawaska River at Palmer Rapids,-77.5155,45.32808,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Madawaska River at Palmer Rapids
02KF001,Mississippi River at Fergusons Falls,-76.28564,45.05317,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Mississippi River at Fergusons Falls
02KF005,Ottawa River at Britannia,-75.80567,45.3645,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Ottawa River at Britannia
02KF006,Mississippi River at Appleton,-76.12347,45.17633,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Mississippi River at Appleton
02KF010,Clyde River near Lanark,-76.40089,45.04583,https://wateroffice.ec.gc.ca/report/real_time_e.html?stn=Clyde River near Lanark
